simbad_id,target_ra,target_dec,visit,detector,band,day_obs,physical_filter,sep_arcsec,src_ra,src_dec,sourceId,parentSourceId,x,y,xErr,yErr,ra,dec,raErr,decErr,calibFlux,calibFluxErr,ap09Flux,ap09FluxErr,ap09Flux_flag,ap12Flux,ap12FluxErr,ap12Flux_flag,ap17Flux,ap17FluxErr,ap17Flux_flag,ap25Flux,ap25FluxErr,ap25Flux_flag,ap35Flux,ap35FluxErr,ap35Flux_flag,sky,skyErr,psfFlux,psfFluxErr,extendedness,sizeExtendedness,apFlux_12_0_flag,apFlux_12_0_instFlux,apFlux_12_0_instFluxErr,apFlux_17_0_flag,apFlux_17_0_instFlux,apFlux_17_0_instFluxErr,apFlux_35_0_flag,apFlux_35_0_instFlux,apFlux_35_0_instFluxErr,extendedness_flag,sizeExtendedness_flag,localBackground_instFlux,localBackground_instFluxErr,localBackground_flag,sky_source
2MASS J09592589+0216458,149.85796743572,2.27942703648,2025051500122,-1,i,20250515,i_39,0.4418792959213419,149.85786177448708,2.279364430452201,745262191868903902,0,594.8163052815397,1015.759679958742,0.005958371,0.0067797755,149.85786177448708,2.279364430452201,3.699752e-07,3.3854053e-07,461594.7344275152,1364.500518803438,450001.5214297809,921.7330556668596,False,461785.2603511707,1131.8225598349122,False,468831.9256022306,1511.421467663538,False,474623.2718169621,2137.219230759754,False,474458.2833991093,2937.257205317937,False,1.9717788264437617,46.35034332085498,467315.6853425074,815.646887574068,0.0,1.0897484702621084e-05,False,695803.8125,1705.3953857421875,False,706421.5107421875,2277.363332677384,False,714899.133441925,4425.768722455791,False,False,2.971015627053604,69.83927024610811,False,False
2MASS J09592589+0216458,149.85796743572,2.27942703648,2025051500123,-1,i,20250515,i_39,0.4429181762853957,149.85786249133622,2.279362684524545,745262192003123634,745262192003121629,2140.031387303969,869.0692460002491,0.0045760795,0.0055424855,149.85786249133622,2.279362684524545,2.9956553e-07,2.6402174e-07,464191.21463699377,1161.5838899029063,456206.1524551691,814.667404469148,False,464044.16848186095,981.970973572534,False,469885.8279669191,1285.596134151999,False,471226.3751667122,1802.1026243871852,False,471413.936049046,2468.890458080048,False,2.094168209924585,38.96728951552737,464531.0623561455,731.0251595396712,0.0,1.2979305659799325e-05,False,771228.375,1632.0081787109375,False,780937.0489969254,2136.6246680612785,False,783476.7217113972,4103.22660075085,False,False,3.480448748662443,64.76254075023344,False,False
2MASS J09592589+0216458,149.85796743572,2.27942703648,2025051500124,-1,i,20250515,i_39,0.4419469293338778,149.8578621431906,2.2793637768291,745262192137341412,745262192137339203,2266.799335898261,572.9595319279109,0.0043696044,0.005374647,149.8578621431906,2.2793637768291,2.892812e-07,2.5374274e-07,465113.1195052864,1122.8518802352332,456602.9927893644,791.7457114318279,False,465255.0372829109,950.05735177028,False,470322.0343099185,1240.8361902682193,False,471552.0306556383,1732.327261359855,False,471724.5467830461,2365.8758012430208,False,1.916882438308089,35.92497813908755,462286.6110018451,715.7319515850094,0.0,6.915470448065619e-06,False,789923.25,1613.034423828125,False,798526.1418304443,2106.727015484787,False,800907.3674425483,4016.851301446157,False,False,3.2545375851900897,60.99445081462062,False,False
2MASS J09592589+0216458,149.85796743572,2.27942703648,2025051500125,-1,i,20250515,i_39,0.435598290042969,149.85786311328803,2.279365596014664,745262192275228348,0,203.73698513655856,2861.298153613895,0.0043216827,0.005162519,149.85786311328803,2.279365596014664,2.7831473e-07,2.499164e-07,463215.4837617593,1171.5326094381787,456339.3797159336,817.8153184796695,False,463363.3250340672,986.6488473772612,False,467558.347033748,1297.8625996696724,False,471768.3520710845,1818.372712673017,False,473157.7340983515,2488.8381049668537,False,4.290289821784598,38.843118153543855,463237.3084420617,724.8035401566677,0.0,1.1115513025239387e-05,False,771681.75,1643.157470703125,False,778668.1076660156,2161.45048186325,False,787993.2842078209,4144.892011395811,False,False,7.145015970865879,64.68903293107999,False,False
2MASS J09592589+0216458,149.85796743572,2.27942703648,2025051500126,-1,i,20250515,i_39,0.4428174999630953,149.85786150308692,2.2793643768903644,745262192407349644,745262192407347682,1038.5118365617927,880.3995350214583,0.00428824,0.005809439,149.85786150308692,2.2793643768903644,3.0689742e-07,2.5842118e-07,465006.7860062989,1173.844082523292,456435.9924791779,818.5336548048272,False,464466.97554552834,989.030907060172,False,468610.8736226034,1302.6048111986074,False,471941.3762312771,1828.0591927383537,False,470547.3855591413,2499.4310918930423,False,2.0818092927713714,38.81060019900874,466718.0824910975,727.2582326561477,0.0,9.26810497839936e-05,False,775382.0,1651.0899658203125,False,782299.8308641315,2174.570802435434,False,785532.6473557949,4172.554736788259,False,False,3.4753761581256346,64.7904854121496,False,False
2MASS J09592589+0216458,149.85796743572,2.27942703648,2025051500127,-1,i,20250515,i_39,0.441695716903862,149.85786179544385,2.279364495133447,745262192539994263,745262192539992627,3292.9172412906446,1266.7210859510053,0.0055953953,0.0061327396,149.85786179544385,2.279364495133447,3.342758e-07,3.1779078e-07,462836.3142409096,1426.5323934565524,452996.8604297647,959.5440700630458,False,463586.7497436114,1182.7341033747011,False,469740.7612634496,1584.8604600397043,False,477704.7029549931,2245.997576661944,False,477513.1927429506,3093.723907463263,False,5.476384893406888,48.47997330665753,461191.9908738163,807.7152011667802,0.0,0.0003005209831755,False,681835.875,1739.546142578125,False,690887.0953631997,2330.987067947289,False,702318.661562264,4550.198961942403,False,False,8.054578107976488,71.30355869274284,False,False
2MASS J09592589+0216458,149.85796743572,2.27942703648,2025051500130,-1,i,20250515,i_39,0.4358942036974396,149.85786271430553,2.2793661139346457,745262192946316808,0,682.2412624199866,3502.2355963961386,0.00581672,0.0075483792,149.85786271430553,2.2793661139346457,3.958296e-07,3.5164135e-07,462410.9035918613,1480.0455734277923,450401.51333482086,987.762020314678,False,463284.22920487286,1222.1919407479193,False,471601.5079216839,1644.9098223763344,False,479723.8351602454,2334.155411635221,False,481341.3299865236,3215.191484525742,False,3.472415539244433,50.14402114729271,462870.3988546576,843.5834660011933,0.0,4.1586681764904654e-05,False,660663.4375,1742.8988037109375,False,672524.23828125,2345.712867225814,False,686413.6476769447,4585.002735865119,False,False,4.9518154125880045,71.50755258408147,False,False
2MASS J09592589+0216458,149.85796743572,2.27942703648,2025051500132,-1,i,20250515,i_39,0.4356813281394859,149.8578634771176,2.2793649383945227,745262193212653752,0,1586.9444908672372,497.41936035122177,0.005877658,0.0064873286,149.8578634771176,2.2793649383945227,3.5057343e-07,3.3717106e-07,460125.7340076983,1730.1729256132512,454308.6719195883,1137.054038800493,False,460893.3416220999,1422.193889608038,False,468977.8270718748,1933.6474332464384,False,472127.55001104326,2762.8202023415984,False,473847.0293596695,3820.246384435352,False,3.9857003102890647,58.157833085953854,465065.95806501614,899.7165855579993,0.0,0.0002600230163891,False,590932.0,1823.45849609375,False,601297.4809570312,2479.2159960516,False,607540.5033365786,4898.109025619527,False,False,5.110244915820242,74.56676310444006,False,False
2MASS J09592589+0216458,149.85796743572,2.27942703648,2025051500133,-1,i,20250515,i_39,0.4421617879222059,149.85786136973965,2.279364962138483,745262193346872225,0,2540.294708233982,2597.981493129586,0.006480702,0.0066130236,149.85786136973965,2.279364962138483,3.6511207e-07,3.6245586e-07,461177.59826763766,1803.612291660643,452574.8791704688,1179.0503805001763,False,461214.2031770066,1479.790937105856,False,465707.4604336724,2014.326821577617,False,470293.52859053167,2884.0183313596167,False,466271.547962588,3988.353312400841,False,2.550026236309832,63.48615308292826,465044.4382819191,923.2723967892772,0.0,0.0002081693286033,False,566800.0,1818.5595703125,False,572321.8989257812,2475.466788762399,False,573015.1230485141,4901.407289491505,False,False,3.1338039045291683,78.02004213992879,False,False
2MASS J09592589+0216458,149.85796743572,2.27942703648,2025051500134,-1,i,20250515,i_39,0.4394064846854914,149.8578622328737,2.2793650053037,745262193481090213,0,3325.040157991204,2535.2397451063816,0.0050833276,0.0054711094,149.8578622328737,2.2793650053037,2.9693936e-07,2.8987233e-07,462898.04066843033,1290.109191176775,454548.03631585697,883.1626763242818,False,463525.501945674,1078.082390359427,False,469807.9494470682,1431.3688482967862,False,471907.5790057778,2020.506700294546,False,472234.00120477343,2773.8672577127945,False,2.539682484908253,43.36675491042489,464926.3542542069,767.8054008873567,0.0,0.000287534560137,False,729093.8125,1695.7496337890625,False,738975.6713867188,2251.44499346392,False,742791.6843523979,4363.102883887867,False,False,3.994746303469299,68.21293012072617,False,False
