simbad_id,ra_deg,dec_deg,n_refs,n_matched,n_failed,status
[MBR2003] CDFS-H 4382,53.06823313415,-27.98751640127,248,222,0,ok
[GGH2002] EIS J033322.25-280339.5,53.3427147827,-28.06093038019,267,239,0,ok
[GGH2002] EIS J033221.79-275410.0,53.09075234805,-27.90279743976,278,252,0,ok
2MASS J03331621-2740501,53.31751701557,-27.68062542401,272,249,0,ok
[GGH2002] EIS J033158.66-275850.9,52.994401885070005,-27.98078953108,262,243,0,ok
[GGH2002] EIS J033131.87-275531.7,52.88278036021,-27.92548033464,276,256,0,ok
[WDK2001] 55987,53.04483376628999,-27.62324157447,250,234,0,ok
[WDK2001] 30196,52.90729314282,-27.82604391434,249,236,0,ok
[MBR2003] CDFS-H 1381,53.27686919297,-27.71340684324,263,242,0,ok
[PBM2009] s108497,53.09306222257,-27.73579776956,253,229,0,ok
[MBR2003] CDFS-H 2475,53.29112363635,-27.7416764687,275,253,0,ok
[MBR2003] CDFS-H 4299,53.36236656015001,-27.93832456607,280,257,0,ok
2MASS J03315388-2735588,52.97461779902,-27.59960690711,276,254,0,ok
2MASS J03313784-2803077,52.90779443982999,-28.05220170827,266,243,0,ok
[MBR2003] CDFS-H 3382,53.26027562212,-27.80724695675,263,241,0,ok
GOODS J033259.82-274107.9,53.24920207104,-27.685589840820004,266,246,0,ok
2MASS J03331942-2735595,53.33087382758,-27.599874770900005,266,239,0,ok
2MASS J03331655-2759007,53.31895833333333,-27.98352777777778,271,0,0,no_match
[MBR2003] CDFS-H 4098,53.27969962698,-27.93587107432,279,254,0,ok
[GGH2002] EIS J033151.97-280203.0,52.96655912792001,-28.034140880919995,278,45,0,ok
[MBR2003] CDFS-H  224,53.00575600789,-27.61162798133,267,250,0,ok
2MASS J03314313-2800278,52.92964757689,-28.00764240021,256,237,0,ok
[GGH2002] EIS J033315.67-273645.2,53.315254835240005,-27.61256110881,270,247,0,ok
[GGH2002] EIS J033115.42-274954.0,52.81426575231999,-27.83168862959,261,240,0,ok
