simbad_id,target_ra,target_dec,visit,expMidptMJD,obsStartMJD,band_visit,airmass,zenithDistance,azimuth,mean_maglim,expTime,skyRotation,ra_visit,dec_visit,detector,band,day_obs,physical_filter,sep_arcsec,src_ra,src_dec,sourceId,parentSourceId,x,y,xErr,yErr,ra,dec,raErr,decErr,calibFlux,calibFluxErr,ap09Flux,ap09FluxErr,ap09Flux_flag,ap12Flux,ap12FluxErr,ap12Flux_flag,ap17Flux,ap17FluxErr,ap17Flux_flag,ap25Flux,ap25FluxErr,ap25Flux_flag,ap35Flux,ap35FluxErr,ap35Flux_flag,sky,skyErr,psfFlux,psfFluxErr,extendedness,sizeExtendedness,apFlux_12_0_flag,apFlux_12_0_instFlux,apFlux_12_0_instFluxErr,apFlux_17_0_flag,apFlux_17_0_instFlux,apFlux_17_0_instFluxErr,apFlux_35_0_flag,apFlux_35_0_instFlux,apFlux_35_0_instFluxErr,extendedness_flag,sizeExtendedness_flag,localBackground_instFlux,localBackground_instFluxErr,localBackground_flag,sky_source,calib_mean,calib_err,calib_local,zeropoint,visit_from_image,detector_id,detector_name
COSMOS 3002175,150.27847945321,2.90206197363,2025051500122,60811.04208450287,60811.04191088608,i,1.3389695653925,41.7286617120772,315.863814892458,23.0947322845459,30.0009815692902,66.9260943836124,150.196619943333,2.24904378466042,-1,i,20250515,i_39,0.172728473607695,150.27844181584905,2.902032154959319,745262191875720844,0,3676.266679518089,3924.003322395233,0.011542796,0.014195841,150.27844181584905,2.902032154959319,7.6785295e-07,6.6591866e-07,157208.31799150654,1307.2778473777262,154097.19649772346,816.0221583263686,False,157715.08031010363,1053.2285164574778,False,159665.04876627025,1465.1496477346268,False,160097.3165460209,2126.093345771011,False,156746.46726272764,2957.548643952959,False,-1.1654393415584272,48.01338520292219,157195.83882730594,574.9067431673532,0.0,0.0003094279143012,False,233916.265625,1562.103515625,False,236808.37548828125,2173.0473300714066,False,232479.66015625,4386.509729047383,False,False,-1.7285298149915838,71.2114006130503,False,False,0.6716810364231985,0.00019572116974941357,0.6716810364231985,31.832092282420682,2025051500122,105,R23_S20
COSMOS 3002175,150.27847945321,2.90206197363,2025051500123,60811.04255635306,60811.04238273554,i,1.33940659072419,41.7500538298419,315.648969791581,23.383981704711918,30.0011069774628,65.9196921779908,150.239941185581,2.17983774353643,-1,i,20250515,i_39,0.1787976414739413,150.27844079721746,2.90203072851553,745262192010463244,0,801.7947401521759,3902.178462012808,0.008452658,0.011476794,150.27844079721746,2.90203072851553,6.128656e-07,5.0128943e-07,157889.77057028707,1068.1431211523752,154950.00740600622,680.8976971642659,False,157508.65937047367,869.3174068052997,False,158635.537075503,1202.002626876272,False,158702.62669889256,1735.017363665663,False,158151.5743859274,2407.427869501529,False,0.360790193375521,38.25939367288939,159413.35019377718,487.4928215732879,0.0,4.245628233645604e-06,False,262875.25,1450.853759765625,False,264755.9609375,2006.0912352606133,False,263948.2478027344,4017.894670563208,False,False,0.6021434799851869,63.85329998240447,False,False,0.5994094291657391,0.0001508199027669068,0.5994094291657391,31.955691073886175,2025051500123,106,R23_S21
COSMOS 3002175,150.27847945321,2.90206197363,2025051500124,60811.0430310299,60811.042857418826,i,1.34143395204244,41.847146577369,315.473691415296,23.480789184570312,29.9999928474426,64.9421737412949,150.259178145273,2.186500413603,-1,i,20250515,i_39,0.1795441739064955,150.2784407496338,2.9020304581249543,745262192144680969,0,731.0414612291856,3726.2541977487294,0.008364988,0.011253887,150.2784407496338,2.9020304581249543,5.996109e-07,4.9714305e-07,156267.83792769694,1041.3763811695203,154084.44232888124,665.801265621034,False,156762.8364834767,848.7871371889829,False,158813.7375320024,1169.4185335427069,False,158757.75180945886,1689.4116315901067,False,156935.30328727144,2344.900457842692,False,0.6626244376433148,37.17131917409905,157879.45216043358,472.6270259488629,0.0,0.0003427304349318,False,265109.25,1435.4251708984375,False,268577.62841796875,1977.6605049901884,False,265400.9169921875,3965.575104714676,False,False,1.120596383912758,62.86222403735792,False,False,0.5911636806187773,0.0001388951679191768,0.5911636806187773,31.970730638966153,2025051500124,106,R23_S21
COSMOS 3002175,150.27847945321,2.90206197363,2025051500125,60811.04351116055,60811.043337543146,i,1.34177186520949,41.8631375989711,315.055045014038,23.453569412231445,30.001086473465,63.78252165020189,150.201346740288,2.02906366294868,-1,i,20250515,i_39,0.1771593907222796,150.27844091248355,2.90203131198236,745262192299344913,0,2686.0320648163006,1906.5306823069063,0.008389279,0.011103022,150.27844091248355,2.90203131198236,5.902249e-07,4.989922e-07,156425.25052305515,1081.2086820641373,155007.72947817465,688.7206376764601,False,156833.94416424437,879.7852857288156,False,159908.2784819662,1217.1308370649967,False,159578.12958867813,1754.8135389753966,False,158459.33028253503,2439.6772144839483,False,0.9326459992129766,39.32161267227976,157563.50624008983,477.5984972600952,0.0,0.0001043663045605,False,261423.140625,1466.4952392578125,False,266547.6826171875,2028.8093095704207,False,264132.4619140625,4066.645667303513,False,False,1.554607629776001,65.54435351356005,False,False,0.6023342303896906,0.00018523858654127408,0.6023342303896906,31.95040613840871,2025051500125,145,R33_S01
COSMOS 3002175,150.27847945321,2.90206197363,2025051500126,60811.043985125616,60811.04381150869,i,1.34841987925317,42.1788033579387,314.733928559014,23.41400146484375,30.0010056495667,62.6845216369431,150.008579191302,2.14657537822305,-1,i,20250515,i_39,0.1763164548349194,150.27844077411456,2.9020318656800885,745262192434610199,0,3271.0843764603983,46.67468556935343,0.008799358,0.011937526,150.27844077411456,2.9020318656800885,6.302554e-07,5.302927e-07,156799.81247270777,1092.6281510719898,154649.8788281505,694.3969109718226,False,157080.85194538426,887.9561277326394,False,159087.2769961385,1229.8199392546364,False,160206.9611184446,1774.3581718194148,False,156149.68625660552,2464.59442179448,False,-0.5145249951727819,39.5198201041104,157794.29054974453,486.31550631927047,0.0,0.000359975030068,False,261651.1875,1479.07763671875,False,264993.3103027344,2048.5236967586293,False,260100.13525390625,4105.300227125172,False,False,-0.8570495659916498,65.82857001324474,False,False,0.6021564063566354,0.00020800527541294816,0.6021564063566354,31.950726722041786,2025051500126,147,R33_S10
COSMOS 3002175,150.27847945321,2.90206197363,2025051500127,60811.04445870916,60811.04428509153,i,1.34727578035436,42.1246010957898,314.818484430227,23.204753875732425,30.0011277198792,61.90898188234289,150.257475514334,2.13893030476254,-1,i,20250515,i_39,0.1701418911387681,150.27844249231458,2.9020324599691927,745262192567779555,0,1136.683601809919,523.2135899723637,0.010940234,0.012987211,150.27844249231458,2.9020324599691927,6.9776456e-07,6.347929e-07,156524.01965642083,1286.0740047773015,153153.0626164001,806.3199501449232,False,156154.64689911544,1040.617831930135,False,157525.71843626618,1449.8300629160865,False,158026.21053122982,2101.599248109504,False,157113.00092101796,2924.3418913790047,False,0.4914142084658781,46.25447305003919,155496.92313252253,547.7426832237934,0.0,1.020550513652907e-06,False,235604.03125,1570.0701904296875,False,237672.685546875,2187.4841013931177,False,237049.98291015625,4412.207718719167,False,False,0.7414391491204776,69.7881269007272,False,False,0.6673399561779921,0.00019688064227752476,0.6673399561779921,31.839132178776254,2025051500127,145,R33_S01
COSMOS 3002175,150.27847945321,2.90206197363,2025051500128,60811.0449378077,60811.0447641909,i,1.35398666744178,42.4388014264473,314.484956234345,22.913116455078125,30.000983953476,60.8001529111951,150.059933281567,2.24826985799499,-1,i,20250515,i_39,0.1795549608601722,150.27844067599293,2.902030543790389,745262192701473915,0,1781.1863408326512,2886.9497609530654,0.013986093,0.015846215,150.27844067599293,2.902030543790389,8.56904e-07,8.0256444e-07,160024.07596663188,1458.7498202495135,154492.74399498093,905.3742839291688,False,159313.76651454967,1174.154090976097,False,162787.55303452333,1638.335861231954,False,158487.1725204149,2381.5711907296586,False,154192.1285362796,3315.7828820501404,False,-2.2597888157783816,52.5695011620022,158665.47499421675,633.8180234060263,0.0,0.0006128779754707,False,220300.296875,1623.6292724609375,False,225103.87548828125,2265.503380571923,False,213218.056640625,4585.089972259098,False,False,-3.124853287209908,72.69350895361623,False,False,0.7221466651773276,0.00019492190315987347,0.7221466651773276,31.75343647488279,2025051500128,144,R33_S00
COSMOS 3002175,150.27847945321,2.90206197363,2025051500130,60811.04589065211,60811.04571703529,i,1.35276030118439,42.3819314943826,314.042629103233,23.07907485961914,30.0009868144989,58.7798426466038,150.205132907785,2.0191049154497,-1,i,20250515,i_39,0.1611146601133412,150.27844424499614,2.902034288144212,745262192970433783,0,2113.175177285937,3088.0533081746653,0.012235995,0.015828133,150.27844424499614,2.902034288144212,8.301471e-07,7.384547e-07,156850.10467615118,1352.000975252218,152191.10759709138,843.6117662100127,False,156899.4054276885,1091.4936806007202,False,161103.39272121206,1520.7443936558147,False,161518.37292617853,2208.9640542344177,False,159943.23635271925,3074.261603796764,False,0.0321809736108694,49.33061243473343,156655.41837729167,591.018449463671,0.0,0.0001281847382416,False,228093.015625,1586.762451171875,False,234204.5756835937,2210.7870568294297,False,232517.99462890625,4469.21770110422,False,False,0.0467831939620364,71.71453659875249,False,False,0.6902751142431014,0.0002183986278367009,0.6902751142431014,31.802444458720007,2025051500130,145,R33_S01
COSMOS 3002175,150.27847945321,2.90206197363,2025051500131,60811.04636302069,60811.04618940348,i,1.35864145819753,42.6538944636557,313.824115226244,23.29401588439941,30.0010547637939,57.755673851424106,150.090348375279,2.13982313283965,-1,i,20250515,i_39,0.173897112189269,150.2784413721598,2.902032192764253,745262193104127893,0,3222.421389905743,3885.304527722558,0.009930149,0.012133608,150.2784413721598,2.902032192764253,6.4160264e-07,5.888403e-07,157550.82004036283,1120.1595571048924,153651.56519399417,709.8014295810618,False,157622.45552456047,909.6166744557028,False,159991.9532061556,1261.510871268178,False,158595.92223928665,1824.290012646736,False,152971.86664785747,2533.6627522603776,False,-1.3683073792325444,39.54362542613785,157644.39677964727,506.9377000978433,0.0,8.922166905744877e-05,False,258102.859375,1489.4747314453125,False,261982.8530273437,2065.69274614701,False,250487.63549804688,4148.8098816506445,False,False,-2.240569377684912,64.75170532380014,False,False,0.6087435876060378,0.00020023733305910864,0.6087435876060378,31.938914001330257,2025051500131,144,R33_S00
COSMOS 3002175,150.27847945321,2.90206197363,2025051500132,60811.04684006958,60811.0466664529,i,1.36161902477818,42.7900092110166,313.594424871381,22.890514373779297,30.0009620189667,56.7294069862746,150.055190445815,2.14862204899509,-1,i,20250515,i_39,0.175434539826484,150.27844030048783,2.9020328912709563,745262193239916636,0,2552.3940536277337,271.3584909333767,0.014362911,0.016853642,150.27844030048783,2.9020328912709563,8.966709e-07,8.416952e-07,156929.77688462872,1981.4246555348773,152505.93371388168,1214.5726450753111,False,156918.47360190583,1591.147025236151,False,159385.29813006043,2244.2615945400216,False,167026.96122178965,3274.769953053183,False,163218.14029673382,4566.303097250603,False,3.434624544723848,71.52275846097145,156319.55049701876,737.7078499013464,0.0,0.00025048467701,False,176437.78125,1789.072021484375,False,179211.45751953125,2523.428422390793,False,183521.072265625,5134.311904140993,False,False,3.8618622791045736,80.41957407607742,False,False,0.8972311511771798,0.00036029105012805654,0.8972311511771798,31.517739141140257,2025051500132,147,R33_S10
