simbad_id,ra,dec
[PBM2009] s9247,53.18815280828,-27.92585184797
[PBM2009] s104673,53.13108193846999,-27.74314032244
[PBM2009] s108014,53.058131628919995,-27.73503739282
[PBM2009] s74928,53.17673227245,-27.79974415463
[PBM2009] s128247,53.096601921410006,-27.69426512196
[PBM2009] s108497,53.09306222257,-27.73579776956
