simbad_id,target_ra,target_dec,visit,expMidptMJD,obsStartMJD,band_visit,airmass,zenithDistance,azimuth,mean_maglim,expTime,skyRotation,ra_visit,dec_visit,detector,band,day_obs,physical_filter,sep_arcsec,src_ra,src_dec,sourceId,parentSourceId,x,y,xErr,yErr,ra,dec,raErr,decErr,calibFlux,calibFluxErr,ap09Flux,ap09FluxErr,ap09Flux_flag,ap12Flux,ap12FluxErr,ap12Flux_flag,ap17Flux,ap17FluxErr,ap17Flux_flag,ap25Flux,ap25FluxErr,ap25Flux_flag,ap35Flux,ap35FluxErr,ap35Flux_flag,sky,skyErr,psfFlux,psfFluxErr,extendedness,sizeExtendedness,apFlux_12_0_flag,apFlux_12_0_instFlux,apFlux_12_0_instFluxErr,apFlux_17_0_flag,apFlux_17_0_instFlux,apFlux_17_0_instFluxErr,apFlux_35_0_flag,apFlux_35_0_instFlux,apFlux_35_0_instFluxErr,extendedness_flag,sizeExtendedness_flag,localBackground_instFlux,localBackground_instFluxErr,localBackground_flag,sky_source
2MASS J10031663+0250007,150.8193246769,2.8335405390800004,2025051500122,60811.04208450287,60811.04191088608,i,1.3389695653925,41.7286617120772,315.863814892458,23.0947322845459,30.0009815692902,66.9260943836124,150.196619943333,2.24904378466042,-1,i,20250515,i_39,0.6007703591045532,150.81919243245534,2.8336425356462405,745262191894070967,0,2991.737880053893,3908.3062731190817,0.0053485804,0.0069417884,150.81919243245534,2.8336425356462405,3.733621e-07,3.1212207e-07,506545.2672110335,1395.1909313115198,495401.8503333987,949.7196261924122,False,509374.9930576691,1162.1981400920447,False,520644.4535793783,1547.3120652701136,False,526952.2422882213,2182.784572936367,False,530097.532982131,2997.6550162121644,False,3.5284365824081223,45.406363047093045,512576.6420108637,845.3576742142433,0.0,5.719663435432842e-06,False,756078.125,1725.0799560546875,False,772805.6689453125,2296.7142499020474,False,786837.1126708984,4449.4948023448405,False,False,5.237347242734604,67.39780771261503,False,False
2MASS J10031663+0250007,150.8193246769,2.8335405390800004,2025051500124,60811.0430310299,60811.042857418826,i,1.34143395204244,41.847146577369,315.473691415296,23.480789184570312,29.9999928474426,64.9421737412949,150.259178145273,2.186500413603,-1,i,20250515,i_39,0.6122537883239223,150.8191898425616,2.8336444048831524,745262192162506781,0,3974.662039080172,3533.710153492724,0.0038119822,0.0055497414,150.8191898425616,2.8336444048831524,2.933235e-07,2.3184437e-07,509075.2300577269,1130.0556346424885,500690.2955548765,804.3342538905019,False,509570.1750153623,959.6192266284302,False,514981.3293099402,1248.3793202120676,False,517433.69431714417,1734.2055366779327,False,515364.7528267534,2364.8344817008697,False,1.884795277670361,36.9220456654955,514108.1753263212,741.1643664887481,0.0,2.0735056918352868e-05,False,866589.5,1631.9556884765625,False,875791.8625488281,2123.029297937818,False,876443.9234621525,4021.704627862361,False,False,3.205336335136722,62.79067861708019,False,False
2MASS J10031663+0250007,150.8193246769,2.8335405390800004,2025051500125,60811.04351116055,60811.043337543146,i,1.34177186520949,41.8631375989711,315.055045014038,23.453569412231445,30.001086473465,63.78252165020189,150.201346740288,2.02906366294868,-1,i,20250515,i_39,0.5946382003055128,150.81919373566498,2.83364143421082,745262192301966146,0,1506.3867078030892,1634.0153091877503,0.0038248862,0.0057326467,150.81919373566498,2.83364143421082,3.0058118e-07,2.366999e-07,508678.2810168109,1175.1749092132063,500454.5744644879,828.0044023838262,False,508498.2646785725,992.8888354434496,False,515248.4866767324,1299.8783686191894,False,516913.5753460426,1807.7263254394368,False,517345.2377001592,2470.8752793100657,False,3.050238516652135,38.14104022956399,510597.5588778881,746.8685182673514,0.0,0.0002748854759009,False,847384.875,1654.5955810546875,False,858633.7551269531,2166.177046059035,False,862127.8773832321,4117.580108207947,False,False,5.083057630073308,63.55998211268032,False,False
2MASS J10031663+0250007,150.8193246769,2.8335405390800004,2025051500126,60811.043985125616,60811.04381150869,i,1.34841987925317,42.1788033579387,314.733928559014,23.41400146484375,30.0010056495667,62.6845216369431,150.008579191302,2.14657537822305,-1,i,20250515,i_39,0.6041689309368536,150.8191913548528,2.8336426850618253,745262192432515055,0,1958.9231724085605,3894.9081962818736,0.0041558733,0.005885915,150.8191913548528,2.8336426850618253,3.0891835e-07,2.5408414e-07,509620.0483304512,1193.5389048155162,501512.4500168056,843.0514394869593,False,510447.41564796027,1011.1808228332671,False,517539.6190038384,1318.7695999713178,False,520148.3576463399,1842.5937507967103,False,522376.9952158112,2516.942220927332,False,3.083722760932349,40.35359823846468,506192.4103270189,755.7911086755108,0.0,6.208869812329709e-05,False,851400.0,1686.5975341796875,False,863229.4299316406,2199.639772865342,False,871297.9243164062,4198.129995774998,False,False,5.143490745907735,67.30772355192767,False,False
2MASS J10031663+0250007,150.8193246769,2.8335405390800004,2025051500127,60811.04445870916,60811.04428509153,i,1.34727578035436,42.1246010957898,314.818484430227,23.204753875732422,30.0011277198792,61.90898188234289,150.257475514334,2.13893030476254,-1,i,20250515,i_39,0.6046564749956741,150.81919008115565,2.8336412310080616,745262192566730774,0,3940.921217729221,70.5239251208622,0.0047821533,0.0059922705,150.81919008115565,2.8336412310080616,3.1899395e-07,2.819298e-07,508271.7208814852,1336.9986520463533,496593.1127341879,919.3187748777872,False,508072.16562975576,1118.651049498019,False,513898.17722440354,1483.0189334149636,False,517292.30542413495,2081.183918828218,False,520344.197663004,2856.7917126933494,False,3.1127046174879425,45.0473365565401,501686.2729016303,801.8729555267383,0.0,0.0007430111202838,False,789991.8125,1739.369384765625,False,799050.5678710938,2305.918124304524,False,809073.36328125,4441.971467278159,False,False,4.839885608569942,70.04325263614565,False,False
2MASS J10031663+0250007,150.8193246769,2.8335405390800004,2025051500128,60811.0449378077,60811.0447641909,i,1.35398666744178,42.4388014264473,314.484956234345,22.913116455078125,30.000983953476,60.8001529111951,150.059933281567,2.24826985799499,-1,i,20250515,i_39,0.6008653016183865,150.81919285132287,2.833643118037548,745262192700949313,0,206.25824211370065,2320.827550895027,0.0062222476,0.0071731918,150.81919285132287,2.833643118037548,3.8630589e-07,3.5881155e-07,511393.5221283974,1593.068232936571,497316.74437984114,1063.3161172960715,False,511264.2465172977,1314.485871711648,False,521174.6269826013,1766.9422887371436,False,524270.8593195533,2505.609760080637,False,522978.5619785979,3450.968559301915,False,0.9114360875558544,54.84744030409477,513712.5627695544,921.370411940428,0.0,2.177155992733049e-05,False,699079.75,1797.368896484375,False,712630.7587890625,2416.0374637755904,False,715097.3784179688,4718.69929127348,False,False,1.2462567382129024,74.99592454804922,False,False
2MASS J10031663+0250007,150.8193246769,2.8335405390800004,2025051500129,60811.04541385244,60811.04524023525,i,1.35846090575357,42.6456832294959,314.264557374484,23.265914916992188,30.0010495185852,59.7800649619012,149.986389229621,2.31879454970335,-1,i,20250515,i_39,0.6018191236529433,150.81919279148,2.8336434721373784,745262192834643304,0,2377.604427213867,2861.6605509011706,0.0051119328,0.00644257,150.81919279148,2.8336434721373784,3.4046022e-07,3.0426293e-07,511237.920938016,1237.814670854019,498066.44957387866,860.8434893659029,False,510436.9671079696,1039.8061590253983,False,517609.8188232269,1368.9744235282942,False,520583.6735358691,1915.896757737419,False,525231.1349787044,2621.019436084658,False,2.833471936657712,40.22316440896724,510812.025595069,783.3005199149488,0.0,0.0002050360443196,False,825691.125,1682.00732421875,False,837294.0463867188,2214.4752529653824,False,849622.4111328125,4239.803592379383,False,False,4.583470206498502,65.06564377590428,False,False
2MASS J10031663+0250007,150.8193246769,2.8335405390800004,2025051500130,60811.04589065211,60811.04571703529,i,1.35276030118439,42.3819314943826,314.042629103233,23.07907485961914,30.0009868144989,58.7798426466038,150.205132907785,2.0191049154497,-1,i,20250515,i_39,0.6027461865604672,150.8191918917909,2.833642734191236,745262192973054904,0,242.05306559891903,2313.910190208025,0.0051978603,0.0071804617,150.8191918917909,2.833642734191236,3.7233605e-07,3.2179793e-07,511169.5727186901,1387.0748650746978,496194.6162354255,946.4957798341972,False,510222.3255629693,1157.3606800103566,False,518780.9425519508,1534.4815165836974,False,523005.0592438902,2168.122466764268,False,521180.92643761606,2978.3681217854687,False,1.0376781664097756,47.19030748375685,510073.7603177251,839.5459596412596,0.0,6.038986048562123e-06,False,762373.625,1729.3270263671875,False,775161.9008789062,2292.820556220513,False,778747.9541015625,4450.274297747872,False,False,1.550497549154266,70.51170436644539,False,False
2MASS J10031663+0250007,150.8193246769,2.8335405390800004,2025051500131,60811.046363020694,60811.04618940348,i,1.35864145819753,42.6538944636557,313.824115226244,23.294015884399414,30.0010547637939,57.755673851424106,150.090348375279,2.13982313283965,-1,i,20250515,i_39,0.6023815781039461,150.81919209347384,2.833642829480195,745262193103603135,0,1234.8652429442022,3001.3619143231645,0.0046960367,0.0060293907,150.81919209347384,2.833642829480195,3.1536283e-07,2.8384397e-07,510532.2721616328,1260.0037136856888,499435.7807118612,875.6275703824194,False,510559.6689886101,1057.5341897372723,False,517493.6704002278,1391.266810198243,False,521767.1172487576,1946.9062277801684,False,525984.6391201185,2664.088330212204,False,4.340726586187112,41.44793295969573,509169.662738898,789.1606504785966,0.0,0.0014844177779271,False,822545.0625,1703.7568359375,False,833716.1928710938,2241.4219431308416,False,847395.6995391846,4292.020766976804,False,False,6.993194797786392,66.77533435879226,False,False
2MASS J10031663+0250007,150.8193246769,2.8335405390800004,2025051500132,60811.04684006958,60811.0466664529,i,1.36161902477818,42.7900092110166,313.594424871381,22.890514373779297,30.0009620189667,56.7294069862746,150.055190445815,2.14862204899509,-1,i,20250515,i_39,0.6035116794174207,150.8191914994092,2.83364257331709,745262193237820564,0,432.5712684229192,3497.8471463500946,0.005806584,0.007591878,150.8191914994092,2.83364257331709,3.941702e-07,3.5530735e-07,505950.945030019,2082.3227352590347,495599.6840786464,1352.2873783613989,False,505195.6070208254,1704.443400343264,False,510698.9961294196,2327.860781786944,False,508169.5156240869,3341.965492311768,False,508935.0075739238,4630.2665665712375,False,-1.3321497020572486,70.19751005917915,508766.1617381855,1039.4535171097032,0.0,1.840664372831924e-05,False,564845.3125,1905.6912841796875,False,570998.5004882812,2602.717110900645,False,569026.2334039509,5176.973689807679,False,False,-1.4894399402888916,78.48590517229981,False,False
