simbad_id,target_ra,target_dec,visit,detector,band,day_obs,physical_filter,sep_arcsec,src_ra,src_dec,sourceId,parentSourceId,x,y,xErr,yErr,ra,dec,raErr,decErr,calibFlux,calibFluxErr,ap09Flux,ap09FluxErr,ap09Flux_flag,ap12Flux,ap12FluxErr,ap12Flux_flag,ap17Flux,ap17FluxErr,ap17Flux_flag,ap25Flux,ap25FluxErr,ap25Flux_flag,ap35Flux,ap35FluxErr,ap35Flux_flag,sky,skyErr,psfFlux,psfFluxErr,extendedness,sizeExtendedness,apFlux_12_0_flag,apFlux_12_0_instFlux,apFlux_12_0_instFluxErr,apFlux_17_0_flag,apFlux_17_0_instFlux,apFlux_17_0_instFluxErr,apFlux_35_0_flag,apFlux_35_0_instFlux,apFlux_35_0_instFluxErr,extendedness_flag,sizeExtendedness_flag,localBackground_instFlux,localBackground_instFluxErr,localBackground_flag,sky_source
2MASS J03315289-2802315,52.97051143174001,-28.04214143639,2025071100809,-1,g,20250711,g_6,0.0789417474897318,52.97053545360364,-28.04213583865282,745512972729188449,0,731.051549590671,1375.129814916024,0.023128642,0.023717243,52.97053545360364,-28.04213583865282,1.2909329e-06,1.3147434e-06,229770.28359142315,1924.746572061351,194857.31521275907,1116.1250052518074,False,229283.52607033632,1468.1087131328668,False,249100.44182171236,2063.305366380445,False,253884.8524958892,3008.80308062975,False,252919.3842346071,4193.436471735899,False,0.7706983398892406,66.59808305827796,229316.21204251592,1178.811317627385,0.0,0.0116163810823702,False,397695.9375,2546.4580078125,False,432068.6943359375,3578.836107831532,False,438692.7109375,7273.582527085282,False,False,1.3367885781637905,115.51543859910716,False,False
2MASS J03315289-2802315,52.97051143174001,-28.04214143639,2025071100810,-1,g,20250711,g_6,0.0671294489072775,52.97052923971199,-28.042131402547767,745512972863406181,0,729.0,1379.0,,,52.97052923971199,-28.042131402547767,,,214054.23991594985,1823.022561489449,185698.0382683713,1076.946333367279,True,220567.04933028505,1417.8853451413725,True,243177.30479238136,1987.435941599146,True,254976.7991014135,2905.2687799087053,True,257954.56279867108,4054.448763859417,True,2.0046556753632125,64.26451392418758,1732.916107303995,73.10456967895837,,,True,394931.0625,2538.7607421875,True,435415.3154296875,3558.555960419549,True,461874.3818359375,7259.596404017151,True,True,3.5893883434616165,115.0672906138416,True,False
2MASS J03315289-2802315,52.97051143174001,-28.04214143639,2025071100811,-1,g,20250711,g_6,0.0918829214250587,52.97054034302322,-28.042140888761686,745512972997623917,0,723.0065255950291,1387.7419932747466,0.02679941,0.025416035,52.97054034302322,-28.042140888761686,1.4819495e-06,1.4206475e-06,229853.5178198735,1844.2943921873464,202983.77649839755,1090.359328438435,False,231062.80654581895,1431.6511477986314,False,247832.653369842,2007.759343047018,False,251885.53485390652,2928.4671779452024,False,249733.724850449,4081.3528500338025,False,-0.5322895517407655,64.2834771991148,230661.6910409068,1080.353455343149,0.0,0.0009818082149378,False,409587.21875,2537.777587890625,False,439313.8330078125,3559.000159010384,False,442683.7158203125,7234.699463633688,False,False,-0.9435486408495256,113.95036280901134,False,False
2MASS J03315289-2802315,52.97051143174001,-28.04214143639,2025071100812,-1,g,20250711,g_6,0.0910090292847963,52.97054005837416,-28.04214228835139,745512973131841638,0,642.1831567571654,1388.4867248520202,0.03133158,0.034863744,52.97054005837416,-28.04214228835139,1.7657663e-06,1.9182853e-06,223511.4395142652,1890.433923868277,191310.2511328789,1092.477315248297,False,224779.6180786588,1437.43379815888,False,245733.51010755848,2023.501112860902,False,254465.0633412293,2946.0524400354207,False,252677.8583008184,4109.943408175719,False,-1.2079509647124802,65.36210252696867,225273.282086214,1163.0233437013453,0.0,0.0100498166837751,False,395584.6875,2529.7080078125,False,432460.9794921875,3561.114936617025,False,444682.1845703125,7232.99867071105,False,False,-2.125846235417544,115.02932126802436,False,False
2MASS J03315289-2802315,52.97051143174001,-28.04214143639,2025071100819,-1,i,20250711,i_39,0.2705100137049879,52.97042946109375,-28.04212113578484,745512974071365882,0,645.0,1358.0,,,52.97042946109375,-28.04212113578484,,,466064.6486556552,1934.485594536419,402482.65415756905,1187.551955048568,True,474431.6236021884,1533.438463594544,True,512337.30182768,2108.383487309826,True,529298.7996501513,3044.302857586464,True,538320.5379732203,4226.20076973306,True,,,-152.1641988990594,39.42155907162823,,,True,712637.25,2303.35693359375,True,769574.8505859375,3166.973986543829,True,808603.9140625,6348.118347641612,True,True,,,True,False
2MASS J03315289-2802315,52.97051143174001,-28.04214143639,2025071100820,-1,i,20250711,i_39,0.074964078753929,52.97052598277522,-28.04212504507328,745512974205583592,0,657.4443914936572,1352.5961906957957,0.020793725,0.025869686,52.97052598277522,-28.04212504507328,1.1876434e-06,1.4111288e-06,490484.22099564655,1954.1870938039744,422501.4507983064,1192.2744241618086,False,488947.6603610265,1535.4835048755074,False,523494.1155442321,2120.235810791526,False,532570.7023344741,3049.5880879447864,False,532804.245047987,4221.316071961846,False,-1.8603955323149532,66.33544444987992,374747.88204166153,1127.6865403282457,1.0,0.2152605101002462,False,731555.625,2297.36572265625,False,783243.4755859375,3172.2627173749142,False,797173.1416015625,6315.865209512198,False,False,-2.7834938720945277,99.25002501975936,False,False
2MASS J03315289-2802315,52.97051143174001,-28.04214143639,2025071200713,-1,r,20250712,r_57,0.0738938885341076,52.97053468791388,-28.0421413624142,745517357890797736,0,294.9905217069408,1051.931216750237,0.014843878,0.01702922,52.97053468791388,-28.0421413624142,8.3627833e-07,9.367844e-07,400488.1031511435,1417.887254340633,361409.580848006,895.2294582917074,False,401503.6436223646,1138.4396046211805,False,420986.32491100655,1548.317666984325,False,430478.870066242,2222.605805177824,False,432312.7359516091,3080.958190851051,False,0.5567272308571133,47.78526510993811,400924.3441543356,912.7598603658644,0.0,0.0026799359201992,False,741298.875,2101.90869140625,False,777269.8803710938,2858.6693119966785,False,798181.9091796875,5688.393809317601,False,False,1.0278892270885858,88.22625605084478,False,False
2MASS J03315289-2802315,52.97051143174001,-28.04214143639,2025071200714,-1,r,20250712,r_57,0.073060066668391,52.97053436567373,-28.042142901112364,745517358025015510,0,206.5901896177501,1118.7385837813888,0.012976057,0.012693652,52.97053436567373,-28.042142901112364,7.2014393e-07,7.067074e-07,400342.1844839593,1391.8368680783249,371583.1982856571,885.8133862098683,False,401592.2755547096,1121.6999343488053,False,420484.76747860207,1532.871056737372,False,426982.4883520458,2193.8822477429662,False,428021.1359476178,3034.596407503425,False,1.1983367205932582,48.02392880598606,401446.6412861188,848.647979637705,0.0,4.317923672303437e-05,False,751790.875,2099.8505859375,False,787158.0966796875,2869.573303956068,False,801266.3686523438,5680.841060295892,False,False,2.2433165839035296,89.90200672590244,False,False
2MASS J03315289-2802315,52.97051143174001,-28.04214143639,2025071200735,-1,z,20250712,z_20,0.0765167297016463,52.97053549886409,-28.042140694437443,745517360843587857,0,299.0681687979226,957.9930982246163,0.009191139,0.010526886,52.97053549886409,-28.042140694437443,5.1687124e-07,5.79475e-07,514863.6102838414,2114.170663100589,493641.88917685,1354.8512875035717,False,515746.8352863116,1719.1256292521834,False,529241.109427901,2347.928078855098,False,534561.7600021744,3381.713338622429,False,538734.5376078872,4696.879810071197,False,1.8903707646008523,74.93023304223928,517443.47948883707,1134.6632546301307,0.0,7.869078116451433e-06,False,606438.5625,2021.426025390625,False,622305.7431640625,2760.8005160202742,False,633468.5473632812,5522.804688997476,False,False,2.222783836259816,88.10637255524742,False,False
2MASS J03315289-2802315,52.97051143174001,-28.04214143639,2025071200736,-1,z,20250712,z_20,0.0723547339898272,52.970534118422286,-28.042139699106823,745517360977805576,0,296.0701633942992,954.3710443614472,0.01043397,0.010144898,52.970534118422286,-28.042139699106823,5.786577e-07,5.648727e-07,516889.7367791838,2133.61434892331,492386.2704647352,1357.241252949325,False,516735.687707365,1723.5484002540504,False,531103.8864259308,2366.283553984548,False,536907.0230752532,3399.452816129972,False,536951.4476792648,4708.296726006943,False,0.2591149693992854,73.01854917564098,516746.5728331421,1153.4426613776398,0.0,0.0002641440979499,False,605219.9375,2018.68359375,False,622048.5029296875,2771.478763163804,False,628897.3828125,5514.531157869477,False,False,0.3034850298049479,85.52202377291356,False,False
