simbad_id,target_ra,target_dec,visit,expMidptMJD,obsStartMJD,band_visit,airmass,zenithDistance,azimuth,mean_maglim,expTime,skyRotation,ra_visit,dec_visit,detector,band,day_obs,physical_filter,sep_arcsec,src_ra,src_dec,sourceId,parentSourceId,x,y,xErr,yErr,ra,dec,raErr,decErr,calibFlux,calibFluxErr,ap09Flux,ap09FluxErr,ap09Flux_flag,ap12Flux,ap12FluxErr,ap12Flux_flag,ap17Flux,ap17FluxErr,ap17Flux_flag,ap25Flux,ap25FluxErr,ap25Flux_flag,ap35Flux,ap35FluxErr,ap35Flux_flag,sky,skyErr,psfFlux,psfFluxErr,extendedness,sizeExtendedness,apFlux_12_0_flag,apFlux_12_0_instFlux,apFlux_12_0_instFluxErr,apFlux_17_0_flag,apFlux_17_0_instFlux,apFlux_17_0_instFluxErr,apFlux_35_0_flag,apFlux_35_0_instFlux,apFlux_35_0_instFluxErr,extendedness_flag,sizeExtendedness_flag,localBackground_instFlux,localBackground_instFluxErr,localBackground_flag,sky_source,calib_mean,calib_err,calib_local,zeropoint,visit_from_image,detector_id,detector_name,fgcm_pwv,fgcm_o3,fgcm_tau,fgcm_alpha,fgcm_pmb,fgcm_atm_flag,fgcm_zeropoint,fgcm_zeropoint_err,fgcm_zpt_flag,fgcm_flag
COSMOS 606489,149.8914384546,1.76460445909,2025051500122,60811.04208450287,60811.04191088608,i,1.3389695653925,41.7286617120772,315.863814892458,23.0947322845459,30.0009815692902,66.9260943836124,150.196619943333,2.24904378466042,-1,i,20250515,i_39,0.1426989783209007,149.8914034191137,1.7645858876701896,745262191847408462,0,289.2091608238953,2180.9829395269217,0.012441616,0.012264667,149.8914034191137,1.7645858876701896,6.8291394e-07,6.8952954e-07,174673.51226589666,1267.9489794326537,168988.41182199362,799.8145518079634,False,172491.41563385606,1027.0966594619924,False,172964.2249289264,1421.3412965459977,False,173820.91781152532,2061.952287939034,False,173674.8225499236,2865.877570485005,False,0.4594789177355597,45.109700192199504,172403.29484411102,581.5441810585967,0.0,1.634992675980662e-05,False,261655.140625,1558.020263671875,False,262372.3530273437,2156.056609873792,False,263450.27055597305,4347.298072566256,False,False,0.6969913279019047,68.4276658288661,False,False,0.6600793854144112,0.0001473076113396,0.6600793854144112,31.851009575637192,2025051500122,51,R12_S20,2.0770942124512453,285.37738205072054,0.03772071711912444,0.9734682324016911,741.7999877929688,True,,,False,True
COSMOS 606489,149.8914384546,1.76460445909,2025051500123,60811.04255635306,60811.04238273554,i,1.33940659072419,41.7500538298419,315.648969791581,23.38398170471192,30.0011069774628,65.9196921779908,150.239941185581,2.17983774353643,-1,i,20250515,i_39,0.1334777433217404,149.8914049178676,1.764588613927581,745262191981626223,0,1890.147284210161,1879.3777788451828,0.009108755,0.00981863,149.8914049178676,1.764588613927581,5.3907917e-07,5.12837e-07,174559.89452358623,1089.268535849517,170241.80972836417,697.1303167016983,False,174236.2629977927,887.7215778433355,False,175846.37948161527,1223.177259127718,False,176803.55114714967,1762.9980052835726,False,177124.48404758258,2446.0476592769064,False,0.6451857486008725,37.95661015814132,172615.1833540683,502.0297553013045,0.0,8.331222304691632e-05,False,288528.34375,1470.03173828125,False,291194.6328125,2025.5330470055824,False,293311.1233019829,4050.557947708456,False,False,1.0684020206360365,62.85464159336153,False,False,0.6031668232118551,0.0001743364593415,0.6031668232118551,31.94890638639791,2025051500123,51,R12_S20,2.077145463526791,285.37738205072054,0.03772712780978906,0.9734682324016911,741.6500244140625,True,,,False,True
COSMOS 606489,149.8914384546,1.76460445909,2025051500124,60811.0430310299,60811.042857418826,i,1.34143395204244,41.847146577369,315.473691415296,23.480789184570312,29.9999928474426,64.9421737412949,150.259178145273,2.186500413603,-1,i,20250515,i_39,0.1402745222450772,149.891403012248,1.764588232157832,745262192115843747,0,2073.162466447356,1434.8899996190898,0.008698135,0.009639496,149.891403012248,1.764588232157832,5.265064e-07,4.9302366e-07,172664.37048142552,1027.6255826868742,169519.25699927675,663.1415135680504,False,172998.14518050005,841.1629019864955,False,175336.3844444744,1154.704373967563,False,176649.11809699325,1663.1782814634548,False,176975.057617879,2306.7565074456293,False,1.098523395417676,36.41789157763715,173539.45515625353,487.9039103188045,0.0,0.0001562190689311,False,295412.28125,1436.3729248046875,False,299405.0673828125,1971.777517771679,False,302203.27183681726,3939.026059740708,False,False,1.8758426681872329,62.18732818227696,False,False,0.5851595158148389,0.000181368319143,0.5851595158148389,31.98181432028689,2025051500124,51,R12_S20,2.077197022901441,285.37738205072054,0.03773357800345767,0.9734682324016911,741.6500244140625,True,,,False,True
COSMOS 606489,149.8914384546,1.76460445909,2025051500125,60811.04351116055,60811.043337543146,i,1.34177186520949,41.8631375989711,315.055045014038,23.453569412231445,30.001086473465,63.78252165020189,150.201346740288,2.02906366294868,-1,i,20250515,i_39,0.1436084463089028,149.89140381558266,1.7645846452856688,745262192250586862,0,106.40870666189495,3557.524834395889,0.008204194,0.00933286,149.89140381558266,1.7645846452856688,5.0694626e-07,4.6874092e-07,172147.01358689403,1074.632096981976,169946.28831886846,690.7826448062453,False,172561.9770197498,878.525293490263,False,174521.68684546088,1210.659843983855,False,174974.87060558077,1748.4240572925132,False,174881.64907715013,2421.7458176680616,False,0.0001437832772827,38.14706549045267,171640.6623915855,489.78080266666296,0.0,2.132712503710721e-06,False,288352.90625,1468.025146484375,False,291627.6022949219,2023.025526955813,False,292229.1030278206,4046.763121191208,False,False,0.000240263391685,63.744153776252666,False,False,0.5993666181526892,0.0001712883136451,0.5993666181526892,31.955768622093707,2025051500125,52,R12_S21,2.07724917597067,285.37738205072054,0.037740103428641154,0.9734682324016911,741.6500244140625,True,,,False,True
COSMOS 606489,149.8914384546,1.76460445909,2025051500126,60811.043985125616,60811.04381150869,i,1.34841987925317,42.1788033579387,314.733928559014,23.41400146484375,30.0010056495667,62.6845216369431,150.008579191302,2.14657537822305,-1,i,20250515,i_39,0.1418087762656488,149.8914025801433,1.7645881520267088,745262192404726377,0,987.0689207801014,1375.6670287702998,0.008737738,0.00997486,149.8914025801433,1.7645881520267088,5.403944e-07,5.0074965e-07,173102.41388659715,1081.3954650566795,170269.20191383318,693.5238418480352,False,172478.92461268467,882.116765892986,False,173870.2135910579,1215.9320951423206,False,173832.92525016222,1750.7561304735198,False,172224.68563179945,2429.9065543212773,False,0.1789719996876304,37.83979326524561,172801.78713731136,495.7072872570111,0.0,0.0002645513965392,False,288557.9375,1475.784912109375,False,290885.5695800781,2034.259306186084,False,288132.5946581364,4065.243479498789,False,False,0.2994208783251842,63.30612696342522,False,False,0.5978948396461353,0.0002140681821839,0.5978948396461353,31.95843798725945,2025051500126,90,R22_S00,2.077300660602394,285.37738205072054,0.037746546164629094,0.9734682324016911,741.7999877929688,True,,,False,True
COSMOS 606489,149.8914384546,1.76460445909,2025051500127,60811.04445870916,60811.04428509153,i,1.34727578035436,42.1246010957898,314.818484430227,23.204753875732425,30.0011277198792,61.90898188234289,150.257475514334,2.13893030476254,-1,i,20250515,i_39,0.1427408266950529,149.89140278427115,1.7645871104636812,745262192518496904,0,3291.2789643591004,1674.8822001082572,0.011369233,0.011411161,149.89140278427115,1.7645871104636812,6.334055e-07,6.32093e-07,171846.6946101059,1274.5783171863957,168420.08406666163,803.1254627849377,False,171773.78963906047,1032.127619527554,False,173770.45103840655,1433.6190083580386,False,175315.5579628321,2074.848946653801,False,172202.0428891364,2884.3928853334432,False,-0.6666319284731101,45.17547201930179,171312.3737338173,560.2661460194929,0.0,0.0001077558052217,False,261407.09375,1570.7022705078125,False,264445.63330078125,2181.69593456075,False,262058.8138856888,4389.498322023027,False,False,-1.014487224094445,68.74849110661279,False,False,0.6537796575064256,0.0001716242676115,0.6537796575064256,31.86142149177728,2025051500127,51,R12_S20,2.0773521050656423,285.37738205072054,0.037752984813015984,0.9734682324016911,741.6500244140625,True,,,False,True
COSMOS 606489,149.8914384546,1.76460445909,2025051500128,60811.0449378077,60811.0447641909,i,1.35398666744178,42.4388014264473,314.484956234345,22.913116455078125,30.000983953476,60.8001529111951,150.059933281567,2.24826985799499,-1,i,20250515,i_39,0.1415742460325507,149.89140384603283,1.7645857526419777,745262192652715258,0,18.74865793392697,3758.026993842497,0.016457431,0.014714833,149.89140384603283,1.7645857526419777,8.4165924e-07,8.9222596e-07,,,170083.95189891857,947.7889937583896,False,174840.02792627944,1228.2853965644008,False,179917.74650713874,1710.5323751524304,False,,,True,,,True,0.5947675329310329,54.51360595277297,162475.86387425291,640.9482412194078,1.0,0.0022905277393338,False,235640.59375,1655.4212646484375,False,242484.0874023437,2305.3694814065666,True,,,False,False,0.8015977591938244,73.47069562114952,False,False,0.736061002021545,0.0001875065215307,0.736061002021545,31.73271547861448,2025051500128,51,R12_S20,2.077404149908369,285.37738205072054,0.03775949955854502,0.9734682324016911,741.6500244140625,True,,,False,True
COSMOS 606489,149.8914384546,1.76460445909,2025051500130,60811.04589065211,60811.04571703529,i,1.35276030118439,42.3819314943826,314.042629103233,23.07907485961914,30.0009868144989,58.7798426466038,150.205132907785,2.0191049154497,-1,i,20250515,i_39,0.1438282783653932,149.89140277961283,1.7645864399798847,745262192921675097,0,927.6636436058354,3463.066871261417,0.010813688,0.014982367,149.89140277961283,1.7645864399798847,7.7709495e-07,6.707637e-07,174071.1803409827,1374.6008772153618,169634.42141948102,859.8938553493725,False,173034.17605402716,1108.5279190521007,False,175275.15680788943,1543.2710784764015,False,174645.0519906625,2235.574888824368,False,176940.14013267608,3109.701886742976,False,0.3933252911554223,47.11838861690511,173952.59440341857,611.2678841671885,0.0,0.0002464230915694,False,250783.265625,1606.6204833984375,False,254031.181640625,2236.7058903096968,False,256444.28848993767,4506.977824046321,False,False,0.570057333286935,68.28999702721025,False,False,0.6868972452295046,0.0001870907052352,0.6868972452295046,31.807770563346377,2025051500130,52,R12_S21,2.0775076620040642,285.37738205072054,0.03777245960580085,0.9734682324016911,741.7999877929688,True,,,False,True
COSMOS 606489,149.8914384546,1.76460445909,2025051500132,60811.04684006958,60811.0466664529,i,1.36161902477818,42.7900092110166,313.594424871381,22.890514373779297,30.0009620189667,56.7294069862746,150.055190445815,2.14862204899509,-1,i,20250515,i_39,0.1432688102571278,149.8914026999408,1.7645869488320145,745262193210032216,0,1968.6501400027112,130.64405856475892,0.012432128,0.012334272,149.8914026999408,1.7645869488320145,6.869349e-07,6.8909276e-07,174638.87571027534,1612.0367156623151,171201.6143444632,1002.6049475113422,False,173580.28845577085,1300.7592845748704,False,173734.74246599272,1821.495411525632,False,175691.44805501786,2648.1996852393822,False,175892.8732541648,3688.117970287686,False,0.0136865044057939,56.444810966951394,174839.47401436305,653.7233973660922,0.0,0.0002568199465706,False,226211.15625,1695.159423828125,False,226412.44189453125,2373.786717437524,False,229224.93440318108,4806.3834774520665,False,False,0.0178363569631021,73.5593082989963,False,False,0.7815209822347366,0.0002878254290939,0.7815209822347366,31.66764839393144,2025051500132,90,R22_S00,2.0776108069454926,285.37738205072054,0.03778537746612972,0.9734682324016911,741.6500244140625,True,,,False,True
COSMOS 606489,149.8914384546,1.76460445909,2025051500133,60811.04731837158,60811.04714475416,i,1.363066449104,42.8558764213545,313.225573065346,22.856348037719727,30.0010902881622,55.5992392790691,149.991628290553,2.0421675739466,-1,i,20250515,i_39,0.142309777529004,149.8914031400955,1.7645866622295288,745262193344250481,0,3012.369730525966,2073.984386205779,0.014735534,0.0140156625,149.8914031400955,1.7645866622295288,7.917662e-07,8.061377e-07,172192.3464857907,1904.6087923170453,168809.20337554062,1174.157360487893,False,172808.85310087056,1532.391217833076,False,174588.2629094931,2152.628358391859,False,178400.52880697514,3130.962196167508,False,186192.56817223984,4368.487185846275,False,2.6190077463380392,68.97681676115809,172201.50206592452,738.7659051925446,0.0,7.712329434328424e-05,False,198359.40625,1758.9620361328125,False,200401.90966796875,2470.9039808179264,False,213721.96278190613,5014.387335175452,False,False,3.0062396237565614,79.17534415769721,False,False,0.8739533838873748,0.0002964795364533,0.8739533838873748,31.546279329341917,2025051500133,90,R22_S00,2.0776627717286864,285.37738205072054,0.03779188695985784,0.9734682324016911,741.6500244140625,True,,,False,True
