,simbad_id,ra_deg,dec_deg,V_mag,B_mag,R_mag,I_mag,simbad_otype,spectral_type,mk_class,mk_subtype,lum_class,parallax_mas,pmra_mas_yr,pmdec_mas_yr,stable,field
22,2MASS J10023690+0215535,150.6537928469,2.26483888594,18.3759994506836,19.308000564575195,,,*,,?,,unknown,0.9381,-5.18,-4.843,True,COSMOS
23,COSMOS 328225,149.49905215439,1.5782094057,18.37700080871582,18.506000518798828,,,*,,?,,unknown,,-4.249,-3.348,True,COSMOS
24,2MASS J10015586+0201405,150.48277535345,2.0279120416,18.37800025939941,19.577999114990234,,,*,,?,,unknown,4.8958,-23.473,-25.505,True,COSMOS
25,COSMOS 1208914,150.3063773063,2.0765335394800006,18.37800025939941,18.94700050354004,,,*,,?,,unknown,0.1928,-5.157,0.47,True,COSMOS
26,2MASS J10000116+0207523,150.00490572617,2.1312085001,18.378999710083008,19.266000747680664,,,*,,?,,unknown,1.3335,-8.59,-0.18,True,COSMOS
27,COSMOS 227590,149.90034121172,1.5353818977,18.38400077819824,18.96500015258789,,,*,,?,,unknown,0.5585,-4.981,-9.513,True,COSMOS
28,COSMOS 2378824,149.94298747838,2.51409705388,18.38500022888184,18.652999877929688,,,*,,?,,unknown,0.3114,-5.745,-3.877,True,COSMOS
29,2MASS J10020189+0223124,150.5078701399,2.3867731976700006,18.38599967956543,19.27499961853028,,,*,,?,,unknown,0.9312,-2.208,-12.109,True,COSMOS
30,2MASS J09575810+0210454,149.49205775611,2.17924653275,18.39299964904785,19.2509994506836,,,*,,?,,unknown,1.0807,-12.163,-1.63,True,COSMOS
31,COSMOS 2556176,150.69601436864,2.77871498576,18.395000457763672,18.915000915527344,,,*,,?,,unknown,0.478,-4.838,-3.64,True,COSMOS
32,2MASS J09585059+0144356,149.71080766703,1.74323827692,18.39900016784668,19.013999938964844,,,*,,?,,unknown,0.6689,-13.08,-1.993,True,COSMOS
33,2MASS J09595175+0157223,149.96565792702,1.9562208816799995,18.405000686645508,19.31399917602539,,,*,,?,,unknown,1.2902,-11.17,4.215,True,COSMOS
34,2MASS J09575448+0135471,149.47696654797,1.59645376468,18.40800094604492,19.381000518798828,,,*,,?,,unknown,1.9405,2.702,-26.377,True,COSMOS
35,2MASS J10015653+0210397,150.48555048882,2.17770960985,18.40900039672852,19.356000900268555,,,*,,?,,unknown,1.8683,-41.152,-8.172,True,COSMOS
36,2MASS J09584761+0145361,149.69835607585,1.7600216825000004,18.410999298095703,19.190000534057617,,17.700000762939453,*,,?,,unknown,0.7653,-5.403,-4.685,True,COSMOS
37,COSMOS 1165950,150.45893149073,2.0963265683,18.413000106811523,18.663000106811523,,18.040000915527344,*,,?,,unknown,0.254,-3.761,-5.901,True,COSMOS
38,2MASS J09592115+0219524,149.83820076546,2.33128396564,18.41399955749512,19.48699951171875,,,*,,?,,unknown,2.4777,-0.185,-22.689,True,COSMOS
39,2MASS J09580250+0136496,149.51031268804,1.61368896989,18.416000366210938,19.05500030517578,,,*,,?,,unknown,0.6361,-11.524,-5.52,True,COSMOS
40,2MASS J10011319+0246394,150.30495270999,2.77768161663,18.416000366210938,19.242000579833984,,,*,,?,,unknown,0.3876,-8.378,-1.939,True,COSMOS
41,COSMOS 2138535,149.50295119146,2.3739030787,18.41699981689453,18.89800071716309,,,*,,?,,unknown,0.0133,-5.138,-2.084,True,COSMOS
42,2MASS J09585831+0250238,149.7429992755256,2.8399435858385003,18.417999267578125,19.256000518798828,,,*,,?,,unknown,3.9688,3.762,-6.514,True,COSMOS
43,2MASS J09593715+0234305,149.90481638031,2.57516020281,18.41900062561035,19.4950008392334,,,*,,?,,unknown,1.6412,-14.617,-0.444,True,COSMOS
44,2MASS J10022011+0204270,150.58383117226,2.07415977987,18.41900062561035,19.25200080871582,,,*,,?,,unknown,1.0216,-1.134,-6.241,True,COSMOS
45,COSMOS 697022,149.48096411487,1.7290052136500005,18.42099952697754,18.72699928283692,,,*,,?,,unknown,0.2049,-4.423,-0.167,True,COSMOS
46,COSMOS 2483392,149.54034281345,2.57811903738,18.424999237060547,18.937000274658203,,,*,,?,,unknown,0.6125,-2.542,-6.064,True,COSMOS
47,COSMOS 1442669,150.81435834267,2.2927381730300005,18.426000595092773,18.86899948120117,,,*,,?,,unknown,0.1507,-2.443,-5.054,True,COSMOS
48,2MASS J09574605+0148598,149.44193591321,1.81664596636,18.43199920654297,19.402999877929688,,,*,,?,,unknown,1.9157,6.495,-12.786,True,COSMOS
49,2MASS J10025775+0147092,150.74068129161,1.7858784529699998,18.433000564575195,19.207000732421875,,,*,,?,,unknown,0.336,-7.698,2.851,True,COSMOS
50,COSMOS 1744848,149.62131264653,2.18381696378,18.43400001525879,18.756000518798828,,,*,,?,,unknown,0.2372,11.939,-19.967,True,COSMOS
51,COSMOS 3085741,149.95280009623,2.8466601988800004,18.434999465942383,18.944000244140625,,,*,,?,,unknown,0.5706,-1.711,-3.255,True,COSMOS
52,2MASS J10020398+0223352,150.51663592979,2.3931374862,18.4379997253418,19.24300003051757,,,*,,?,,unknown,0.9204,-0.801,-5.612,True,COSMOS
53,2MASS J10000278+0224237,150.01157313839,2.4066218317700003,18.440000534057617,19.39200019836425,,,*,,?,,unknown,1.2227,4.326,-13.344,True,COSMOS
54,COSMOS 488991,150.28522426293,1.7430478780800005,18.44099998474121,19.11800003051757,,,*,,?,,unknown,0.8858,-10.372,-9.197,True,COSMOS
55,2MASS J10002034+0244114,150.08473456878,2.73659077486,18.441999435424805,19.13400077819824,,,*,,?,,unknown,0.7436,-3.739,-6.238,True,COSMOS
56,2MASS J10023814+0140043,150.6589672066,1.66776808842,18.44300079345703,19.040000915527344,,,*,,?,,unknown,0.716,-3.644,-8.752,True,COSMOS
57,COSMOS 2664654,150.31210180175,2.66403056652,18.44499969482422,18.836000442504883,,,*,,?,,unknown,,0.233,-2.824,True,COSMOS
58,2MASS J10025422+0219083,150.72593427563,2.31900280038,18.44700050354004,19.28899955749512,,,*,,?,,unknown,0.5822,-13.304,-14.157,True,COSMOS
59,COSMOS 989705,149.75043402497,1.82421959746,18.44799995422364,18.78499984741211,,,*,,?,,unknown,0.4328,-10.883,-7.765,True,COSMOS
60,2MASS J10011652+0159242,150.31886256907,1.99006426673,18.44799995422364,19.23699951171875,,,*,,?,,unknown,0.6816,-13.435,-9.43,True,COSMOS
61,COSMOS J100100.06+015337.9,150.25026237417,1.8938336741200004,18.448999404907227,18.75200080871582,,,*,,?,,unknown,0.004,0.453,-7.01,True,COSMOS
62,2MASS J09583830+0239549,149.65963616328,2.66527698326,18.450000762939453,19.56800079345703,,,*,,?,,unknown,4.6285,-24.271,4.9,True,COSMOS
63,2MASS J10001155+0202329,150.04815596601,2.04243171482,18.451000213623047,19.07900047302246,,,*,,?,,unknown,0.5747,-6.626,0.418,True,COSMOS
64,2MASS J10005906+0213348,150.24594771306,2.22630517512,18.45400047302246,19.100000381469727,,,*,,?,,unknown,0.5198,-16.417,-3.446,True,COSMOS
65,2MASS J10023218+0241436,150.63412849162,2.69547874232,18.45400047302246,19.416000366210938,,,*,,?,,unknown,1.0445,-15.134,-8.24,True,COSMOS
66,2MASS J09585709+0143343,149.73788442167,1.7261629958300002,18.45499992370605,19.33099937438965,,,*,,?,,unknown,1.0856,-10.597,4.357,True,COSMOS
67,2MASS J09594746+0237032,149.94780319898,2.61759086345,18.45599937438965,19.257999420166016,,,*,,?,,unknown,1.4058,-33.039,-5.844,True,COSMOS
68,2MASS J10024402+0140513,150.68343316693,1.68093404782,18.45599937438965,19.538000106811523,,,*,,?,,unknown,2.3508,-12.428,-16.675,True,COSMOS
69,COSMOS 846976,150.35758057924,1.94215505118,18.45599937438965,18.996999740600582,,18.09000015258789,*,,?,,unknown,0.4698,-5.063,-6.388,True,COSMOS
70,2MASS J10025254+0203165,150.71893102653,2.05458739265,18.457000732421875,19.468000411987305,,,*,,?,,unknown,1.1669,-8.087,-11.531,True,COSMOS
71,2MASS J09584106+0134239,149.67112995185,1.57331888661,18.457000732421875,19.315000534057617,,,*,,?,,unknown,0.8157,-5.51,-6.429,True,COSMOS
72,2MASS J10014575+0136452,150.44066108578,1.61257195118,18.457000732421875,19.577999114990234,,,*,,?,,unknown,3.4022,9.14,-0.333,True,COSMOS
73,2MASS J09594258+0250019,149.92739847569,2.8338899212000004,18.457000732421875,18.81399917602539,,,*,,?,,unknown,0.2539,-5.903,2.297,True,COSMOS
74,2MASS J10015585+0227306,150.48272693998,2.4585053522,18.45800018310547,19.56999969482422,,,*,,?,,unknown,2.7141,-24.865,18.274,True,COSMOS
75,COSMOS 818994,150.45188420373,1.88902376298,18.45800018310547,19.006000518798828,,,*,,?,,unknown,0.3775,-12.608,-0.212,True,COSMOS
76,2MASS J10022748+0227095,150.61451884412,2.4526675115500005,18.458999633789062,19.174999237060547,,,*,,?,,unknown,0.6057,-9.45,-9.435,True,COSMOS
77,COSMOS 1485937,150.71142699536,2.25896849696,18.461000442504883,18.652999877929688,,,*,,?,,unknown,,-3.035,-5.171,True,COSMOS
78,2MASS J10020819+0216197,150.53421453226,2.2721101883,18.46500015258789,18.895000457763672,,,*,,?,,unknown,0.4828,-3.1,-4.854,True,COSMOS
79,COSMOS 2249230,150.50637808252,2.5794055446700006,18.465999603271484,18.641000747680664,,,*,,?,,unknown,0.1567,-0.341,-6.699,True,COSMOS
80,2MASS J09580379+0206378,149.51578943441,2.11048070707,18.46699905395508,19.349000930786133,,,*,,?,,unknown,0.8324,-10.275,6.139,True,COSMOS
81,COSMOS 1528539,150.52584082139,2.25932129859,18.46699905395508,18.87299919128418,,17.920000076293945,*,,?,,unknown,0.3777,-2.95,-3.407,True,COSMOS
82,2MASS J10020177+0229314,150.50736509336,2.492057567,18.468000411987305,19.299999237060547,,,*,,?,,unknown,0.8177,5.667,-1.358,True,COSMOS
83,2MASS J09575883+0205036,149.49511535321,2.08433529599,18.468000411987305,19.67399978637696,,16.34000015258789,*,,?,,unknown,6.4563,-28.948,-1.586,True,COSMOS
84,COSMOS 2804135,149.61873031864,2.75211558302,18.47100067138672,18.666000366210938,,,*,F5,F,5.0,unknown,,-0.281,-0.848,True,COSMOS
85,2MASS J09582860+0213401,149.61919585113,2.22784793425,18.47599983215332,19.19700050354004,,,*,,?,,unknown,0.4995,-4.279,-4.284,True,COSMOS
86,2MASS J09584767+0207318,149.69866346775,2.12548581973,18.47599983215332,19.30599975585937,,,*,,?,,unknown,0.4653,-6.51,-5.607,True,COSMOS
87,2MASS J09585717+0239065,149.73825099962,2.65177125381,18.47800064086914,19.15800094604492,,,*,,?,,unknown,1.0088,-10.591,-44.79,True,COSMOS
88,2MASS J09581997+0139168,149.58322350373,1.6546897157399998,18.47900009155273,19.474000930786133,,,*,,?,,unknown,1.8306,-2.689,-26.475,True,COSMOS
89,2MASS J09585397+0153036,149.72495499597,1.88441444399,18.479999542236328,18.893999099731445,,,*,,?,,unknown,,-8.173,1.726,True,COSMOS
90,COSMOS 1162157,150.42312951386,2.11366992991,18.481000900268555,18.791000366210938,,,*,,?,,unknown,0.4404,6.784,-9.416,True,COSMOS
91,COSMOS 1740052,149.62174488522,2.20360676038,18.482999801635746,18.74399948120117,,,*,,?,,unknown,0.0867,-1.438,-16.084,True,COSMOS
92,2MASS J09590208+0220130,149.75870032329,2.3369654536499995,18.483999252319336,19.32900047302246,,,*,,?,,unknown,0.8666,2.775,-7.084,True,COSMOS
93,2MASS J10031240+0231365,150.80168918599,2.52685031847,18.48500061035156,19.46500015258789,,,*,,?,,unknown,0.76,2.401,-20.305,True,COSMOS
94,2MASS J10012898+0231025,150.37078865537,2.51745969456,18.48699951171875,19.316999435424805,,,*,,?,,unknown,0.7667,-10.133,-7.874,True,COSMOS
95,2MASS J10031663+0250007,150.8193246769,2.8335405390800004,18.48900032043457,19.51499938964844,,,*,,?,,unknown,0.9881,-18.832,14.499,True,COSMOS
96,2MASS J09595592+0201378,149.983004801,2.0271494330499995,18.48900032043457,19.364999771118164,,,*,,?,,unknown,0.896,-7.821,-1.937,True,COSMOS
97,2MASS J09584414+0135378,149.68388901668,1.5938580316099995,18.489999771118164,19.22900009155273,,,*,,?,,unknown,0.9803,3.662,-22.947,True,COSMOS
98,COSMOS 1667992,149.90522293287,2.1707208504,18.49099922180176,18.902999877929688,,,*,,?,,unknown,0.2931,0.231,-8.641,True,COSMOS
99,2MASS J09584637+0250296,149.69319730796,2.84157038793,18.49099922180176,19.238000869750977,,,*,,?,,unknown,1.123,-7.241,8.206,True,COSMOS
100,2MASS J09595063+0223163,149.96097355071,2.38775847099,18.49300003051757,19.21699905395508,,,*,K7,K,7.0,unknown,0.4781,-14.913,2.682,True,COSMOS
101,COSMOS 2806975,149.68789652989,2.7411841565400006,18.49300003051757,18.5310001373291,,,*,,?,,unknown,0.1514,-1.262,-23.636,True,COSMOS
102,2MASS J10031111+0247009,150.79630687721,2.7835862280300003,18.49399948120117,19.34000015258789,,,*,,?,,unknown,0.9066,-6.261,3.403,True,COSMOS
103,2MASS J09584588+0135296,149.69118207433,1.59156576107,18.49399948120117,19.19499969482422,,,*,,?,,unknown,0.6063,-23.946,-7.681,True,COSMOS
104,COSMOS 188833,150.08390979652,1.539243564,18.49399948120117,18.9379997253418,,,*,,?,,unknown,0.4843,-4.623,-4.204,True,COSMOS
105,2MASS J09593931+0215380,149.91385212185,2.2605748235199994,18.496999740600582,19.3759994506836,,,*,,?,,unknown,0.8322,-1.928,-5.14,True,COSMOS
106,2MASS J10000333+0157387,150.01395676769,1.96072275101,18.496999740600582,19.30500030517578,,,*,,?,,unknown,0.7469,-11.628,-1.389,True,COSMOS
107,2MASS J10010662+0229053,150.27758940143,2.48483615896,18.49799919128418,,,,*,,?,,unknown,0.7488,11.403,-12.46,True,COSMOS
108,COSMOS 3129312,149.78479070636,2.82602778564,18.499000549316406,19.02199935913086,,,*,,?,,unknown,0.4031,-6.491,-2.173,True,COSMOS
109,COSMOS 286759,149.64389095259,1.58900997491,18.499000549316406,18.683000564575195,,,*,,?,,unknown,0.4384,-1.538,-7.143,True,COSMOS
110,COSMOS 2969232,150.46322743301,2.88797527985,18.50300025939941,18.770000457763672,,,*,,?,,unknown,0.2009,-2.554,-9.594,True,COSMOS
111,COSMOS 1672031,149.89586188621,2.15530966009,18.5049991607666,18.81800079345703,,18.190000534057617,*,,?,,unknown,0.3742,-3.968,-13.937,True,COSMOS
112,2MASS J10014197+0230176,150.42487461694,2.50488209026,18.506000518798828,19.30599975585937,,,*,,?,,unknown,1.1588,5.883,-27.5,True,COSMOS
113,2MASS J10013025+0149212,150.37611425504,1.8226380478100004,18.506999969482425,19.27400016784668,,,*,,?,,unknown,0.349,-5.616,1.194,True,COSMOS
114,COSMOS 2826853,149.6682017193,2.66125957384,18.50900077819824,18.527999877929688,,,*,,?,,unknown,0.2418,-3.423,-5.974,True,COSMOS
115,2MASS J10000111+0234550,150.00463267559,2.58198785723,18.51000022888184,19.28499984741211,,,*,,?,,unknown,0.9092,-10.616,2.563,True,COSMOS
116,2MASS J09584117+0235298,149.67157848183,2.5916560271199995,18.51099967956543,19.415000915527344,,,*,,?,,unknown,1.0958,0.564,-28.379,True,COSMOS
117,COSMOS 2104441,149.71245619378,2.35638937789,18.51099967956543,18.902999877929688,,18.239999771118164,*,,?,,unknown,,-10.934,-0.85,True,COSMOS
118,2MASS J10003032+0246300,150.12636269136,2.7750423712900005,18.511999130249023,19.48900032043457,,,*,,?,,unknown,1.1804,0.588,-10.716,True,COSMOS
119,2MASS J09590382+0129573,149.76588637635,1.49924983203,18.516000747680664,19.19599914550781,,,*,,?,,unknown,0.5418,-6.131,-2.701,True,COSMOS
120,2MASS J10000296+0157422,150.01235230609,1.9616890032500005,18.516000747680664,19.645000457763672,,,*,,?,,unknown,2.6431,0.319,6.871,True,COSMOS
121,COSMOS 1451243,150.76848193839,2.2519285960899995,18.518999099731445,18.91200065612793,,,*,,?,,unknown,0.1419,-6.616,0.149,True,COSMOS
122,COSMOS 1640425,149.91404519429,2.28747445065,18.518999099731445,18.6879997253418,,,*,,?,,unknown,,-0.265,-5.229,True,COSMOS
123,COSMOS 1487323,150.59513598239,2.25299282214,18.520999908447266,18.80699920654297,,,*,,?,,unknown,0.0571,1.6,-4.86,True,COSMOS
124,COSMOS 1855529,150.68363892764,2.40959940634,18.52300071716309,18.95599937438965,,,*,,?,,unknown,0.5495,-7.848,-29.994,True,COSMOS
125,zCOSMOS 800468,150.52486910773,1.6148513881999995,18.52400016784668,18.70599937438965,,18.1200008392334,*,,?,,unknown,0.27,-9.598,-5.78,True,COSMOS
126,COSMOS 2808763,149.6196373992,2.73397867678,18.525999069213867,18.858999252319336,,,*,,?,,unknown,0.536,-5.78,-7.216,True,COSMOS
127,2MASS J10025588+0207048,150.73283600487,2.1179947663600003,18.527000427246094,19.636999130249023,,,*,,?,,unknown,1.112,-1.502,-12.737,True,COSMOS
128,2MASS J10001073+0232380,150.04473927644,2.54389308629,18.527000427246094,19.54899978637696,,,*,,?,,unknown,3.5545,-17.731,13.336,True,COSMOS
129,2MASS J09594045+0139446,149.91867296399,1.66232324496,18.527999877929688,18.927000045776367,,,*,,?,,unknown,0.6001,5.293,-17.854,True,COSMOS
130,2MASS J09594723+0241038,149.94680958223,2.68439192655,18.52899932861328,19.61199951171875,,,*,,?,,unknown,1.9392,-7.621,13.501,True,COSMOS
131,2MASS J10014687+0154455,150.44530564013,1.91267986329,18.535999298095703,19.6200008392334,,,*,,?,,unknown,2.8382,-38.678,-2.758,True,COSMOS
132,2MASS J09595274+0209400,149.96980747723,2.16112204462,18.535999298095703,19.6879997253418,,,*,,?,,unknown,3.8545,5.005,21.736,True,COSMOS
133,COSMOS 1644861,149.95953098905,2.26826626338,18.53700065612793,19.117000579833984,,,*,,?,,unknown,0.3129,5.558,-7.524,True,COSMOS
134,2MASS J10021967+0223062,150.58202625292,2.3850912308,18.538000106811523,19.40800094604492,,,*,,?,,unknown,0.7768,-5.539,-3.306,True,COSMOS
135,COSMOS 191647,150.11998345953,1.52737873944,18.541000366210938,18.79800033569336,,,*,,?,,unknown,0.3956,-2.448,-0.521,True,COSMOS
136,2MASS J10025658+0215081,150.73569799507,2.2522956078,18.54199981689453,19.35099983215332,,,*,,?,,unknown,0.9496,-8.218,-1.558,True,COSMOS
137,2MASS J10031100+0221333,150.7958856332,2.3593204248300004,18.54700088500977,19.38500022888184,,,*,,?,,unknown,0.783,-20.207,3.066,True,COSMOS
138,COSMOS 1354287,149.66455554096,2.12205717978,18.54800033569336,18.937000274658203,,,*,,?,,unknown,,-2.886,-11.38,True,COSMOS
139,COSMOS 2533256,150.72904827841,2.72668470441,18.54899978637696,19.108999252319336,,,*,,?,,unknown,0.275,-2.27,4.262,True,COSMOS
140,2MASS J10011419+0252006,150.30918571303,2.8668919832699995,18.54899978637696,19.340999603271484,,,*,,?,,unknown,0.6351,-6.552,-7.169,True,COSMOS
141,COSMOS 453297,150.52291581748,1.72851653007,18.549999237060547,18.88500022888184,,,*,,?,,unknown,0.3056,0.254,-5.523,True,COSMOS
142,2MASS J10011534+0202304,150.31392509101,2.0418282007500004,18.552000045776367,19.73699951171875,,,*,,?,,unknown,2.3501,-10.497,2.76,True,COSMOS
143,2MASS J10004414+0142195,150.18396699588,1.70539866357,18.55299949645996,19.665000915527344,,,*,,?,,unknown,6.6493,6.027,-39.621,True,COSMOS
144,COSMOS 1722290,149.66499908708,2.275570309470001,18.554000854492188,18.70599937438965,,,*,,?,,unknown,0.1114,2.99,-7.678,True,COSMOS
145,COSMOS 3035807,150.10861490539,2.9085681609700003,18.55500030517578,18.76000022888184,,,*,,?,,unknown,0.171,5.515,-8.213,True,COSMOS
146,2MASS J09591139+0149591,149.79748915017,1.8330754247,18.55699920654297,19.535999298095703,,,*,,?,,unknown,2.6338,0.729,-13.444,True,COSMOS
147,COSMOS 2824803,149.65605641763,2.66346628181,18.55900001525879,19.69700050354004,,,*,,?,,unknown,3.4151,-14.714,-26.612,True,COSMOS
148,2MASS J09594108+0149129,149.92112205264,1.8202347880500005,18.55900001525879,18.927000045776367,,,*,,?,,unknown,0.538,-9.965,-24.709,True,COSMOS
149,2MASS J10021709+0241016,150.57122077685,2.68384938395,18.55900001525879,19.70400047302246,,,*,,?,,unknown,2.7214,-14.151,-11.585,True,COSMOS
150,COSMOS 171529,150.14681551726,1.6124659005200002,18.5629997253418,18.89299964904785,,,*,,?,,unknown,,-13.281,-6.32,True,COSMOS
151,COSMOS 1824536,150.73599462031,2.3895370289800004,18.5629997253418,18.761999130249023,,,*,,?,,unknown,0.0409,-1.736,-7.591,True,COSMOS
152,2MASS J10021557+0229323,150.56471920489,2.4923922325100003,18.566999435424805,19.448999404907227,,,*,,?,,unknown,0.5923,-8.925,-2.099,True,COSMOS
153,2MASS J09575930+0229501,149.49707767324,2.4972962319,18.566999435424805,19.386999130249023,,,*,,?,,unknown,0.6789,-6.612,2.686,True,COSMOS
154,2MASS J10003473+0156234,150.14467311002,1.93984160989,18.57099914550781,19.663000106811523,,,*,,?,,unknown,2.698,-10.141,4.432,True,COSMOS
155,COSMOS 2593934,150.53429000897,2.62724114708,18.57299995422364,18.77199935913086,,,*,,?,,unknown,0.0872,-2.418,-4.962,True,COSMOS
156,COSMOS 941637,149.90570040585,1.86547989072,18.573999404907227,18.917999267578125,,,*,,?,,unknown,0.355,-1.023,-0.866,True,COSMOS
157,COSMOS 2712509,150.2051839561,2.6351697835299994,18.573999404907227,18.97100067138672,,,*,,?,,unknown,0.1993,-2.642,-4.691,True,COSMOS
158,2MASS J09593418+0231104,149.89245839056,2.51962688127,18.57900047302246,19.67099952697754,,,*,,?,,unknown,2.7696,-21.117,-9.85,True,COSMOS
159,COSMOS 2211630,150.72641934103,2.5653323138700004,18.58099937438965,18.819000244140625,,,*,,?,,unknown,,-3.008,-5.42,True,COSMOS
160,COSMOS 1014787,149.63221474309,1.8862670381400004,18.582000732421875,18.87299919128418,,,*,,?,,unknown,0.5239,2.235,-10.585,True,COSMOS
161,2MASS J10012138+0144583,150.33911790471,1.74952638049,18.582000732421875,19.667999267578125,,,*,,?,,unknown,1.2224,-17.408,-4.188,True,COSMOS
162,2MASS J10031491+0217385,150.81214433139,2.2940885939,18.582000732421875,19.72900009155273,,,*,,?,,unknown,2.5345,-14.154,-17.882,True,COSMOS
163,2MASS J09592251+0225459,149.84387914818,2.4294852017399995,18.582000732421875,19.24799919128418,,,*,,?,,unknown,0.328,-7.511,1.582,True,COSMOS
164,2MASS J09581541+0201455,149.56425394087,2.02933379684,18.58300018310547,19.288000106811523,,,*,,?,,unknown,0.7217,5.169,-7.592,True,COSMOS
165,COSMOS 412497,150.71924303018,1.7239248077899998,18.584999084472656,18.856000900268555,,,*,,?,,unknown,0.0462,-4.471,-2.402,True,COSMOS
166,2MASS J10005543+0132151,150.23101252942,1.53733869043,18.586000442504883,19.24300003051757,,,*,,?,,unknown,0.5317,-12.922,-2.639,True,COSMOS
167,2MASS J10024276+0140296,150.67828518477,1.6749138949299998,18.59000015258789,19.36800003051757,,,*,,?,,unknown,0.6845,5.801,-8.953,True,COSMOS
168,COSMOS 2531042,150.81584876545,2.73722881871,18.59199905395508,18.58300018310547,,,*,,?,,unknown,0.1899,-6.306,-7.317,True,COSMOS
169,COSMOS 2748185,149.90571745618,2.6531953795200005,18.59199905395508,18.832000732421875,,,*,,?,,unknown,,1.156,-12.257,True,COSMOS
170,2MASS J10010799+0156204,150.2833306617,1.93897697839,18.5939998626709,19.638999938964844,,,*,,?,,unknown,1.7014,-40.538,2.577,True,COSMOS
171,2MASS J10004695+0222411,150.19568516373,2.37810638873,18.5939998626709,19.583999633789062,,,*,,?,,unknown,1.1789,-8.589,-8.802,True,COSMOS
172,COSMOS 2412235,149.76209787941,2.54627766022,18.59499931335449,18.99399948120117,,,*,,?,,unknown,0.0539,-2.225,-4.341,True,COSMOS
173,2dFGRS TGN420Z217,149.53307394515,2.2524430342,18.59600067138672,18.849000930786133,17.5,,*,,?,,unknown,,0.093,-4.102,True,COSMOS
